"choice","access","cattle","cons150","cons75","cult","smlstk","wage","indiv_id","choice_id"
1,-1,100,0,0,0,0,-4000,196,2
0,0,0,0,0,-5,-80,10000,196,4
0,1,0,1,-1,5,0,-6000,197,11
0,1,0,-1,0,0,-200,0,197,15
1,0,-40,-1,1,-5,0,-4000,197,13
0,0,60,0,-1,-5,80,4000,197,9
1,1,100,0,1,0,-200,0,197,16
0,1,-60,0,-1,0,0,6000,197,10
1,0,60,1,0,0,120,0,197,12
0,0,-60,-1,1,-5,0,4000,197,14
0,0,0,0,1,5,0,-10000,198,6
0,-1,-40,0,0,5,0,0,198,3
1,0,40,1,0,0,80,10000,198,5
1,0,-60,-1,1,5,0,0,198,1
0,-1,-100,0,-1,0,200,0,198,8
1,-1,100,0,0,0,0,-4000,198,2
0,-1,0,1,-1,0,0,-10000,198,7
1,0,0,0,0,-5,-80,10000,198,4
0,1,0,-1,0,0,-200,0,199,15
1,1,0,1,-1,5,0,-6000,199,11
1,0,60,0,-1,-5,80,4000,199,9
1,0,-40,-1,1,-5,0,-4000,199,13
1,0,60,1,0,0,120,0,199,12
0,1,-60,0,-1,0,0,6000,199,10
0,0,-60,-1,1,-5,0,4000,199,14
0,1,100,0,1,0,-200,0,199,16
0,0,-60,-1,1,5,0,0,200,1
0,-1,-100,0,-1,0,200,0,200,8
1,-1,100,0,0,0,0,-4000,200,2
1,0,0,0,1,5,0,-10000,200,6
0,-1,-40,0,0,5,0,0,200,3
0,0,0,0,0,-5,-80,10000,200,4
1,0,40,1,0,0,80,10000,200,5
0,-1,0,1,-1,0,0,-10000,200,7
0,0,60,0,-1,-5,80,4000,201,9
0,1,-60,0,-1,0,0,6000,201,10
0,1,0,1,-1,5,0,-6000,201,11
1,0,60,1,0,0,120,0,201,12
0,1,0,-1,0,0,-200,0,201,15
1,0,-40,-1,1,-5,0,-4000,201,13
0,0,-60,-1,1,-5,0,4000,201,14
1,1,100,0,1,0,-200,0,201,16
0,-1,0,1,-1,0,0,-10000,202,7
0,0,0,0,0,-5,-80,10000,202,4
0,-1,-100,0,-1,0,200,0,202,8
0,-1,-40,0,0,5,0,0,202,3
1,0,40,1,0,0,80,10000,202,5
1,-1,100,0,0,0,0,-4000,202,2
1,0,-60,-1,1,5,0,0,202,1
1,0,0,0,1,5,0,-10000,202,6
0,1,0,1,-1,5,0,-6000,203,11
1,0,-40,-1,1,-5,0,-4000,203,13
1,1,0,-1,0,0,-200,0,203,15
0,0,60,0,-1,-5,80,4000,203,9
1,1,100,0,1,0,-200,0,203,16
0,0,60,1,0,0,120,0,203,12
0,1,-60,0,-1,0,0,6000,203,10
1,0,-60,-1,1,-5,0,4000,203,14
0,-1,-40,0,0,5,0,0,204,3
1,0,40,1,0,0,80,10000,204,5
0,-1,100,0,0,0,0,-4000,204,2
0,-1,0,1,-1,0,0,-10000,204,7
0,0,0,0,1,5,0,-10000,204,6
1,0,0,0,0,-5,-80,10000,204,4
0,-1,-100,0,-1,0,200,0,204,8
1,0,-60,-1,1,5,0,0,204,1
1,0,60,1,0,0,120,0,205,12
0,0,-40,-1,1,-5,0,-4000,205,13
1,1,0,-1,0,0,-200,0,205,15
1,1,0,1,-1,5,0,-6000,205,11
1,0,-60,-1,1,-5,0,4000,205,14
1,1,100,0,1,0,-200,0,205,16
1,0,60,0,-1,-5,80,4000,205,9
0,1,-60,0,-1,0,0,6000,205,10
1,-1,100,0,0,0,0,-4000,206,2
0,-1,-40,0,0,5,0,0,206,3
1,0,40,1,0,0,80,10000,206,5
0,-1,-100,0,-1,0,200,0,206,8
1,0,-60,-1,1,5,0,0,206,1
0,0,0,0,1,5,0,-10000,206,6
1,-1,0,1,-1,0,0,-10000,206,7
0,0,0,0,0,-5,-80,10000,206,4
0,1,0,-1,0,0,-200,0,207,15
0,0,-40,-1,1,-5,0,-4000,207,13
1,1,100,0,1,0,-200,0,207,16
1,0,60,0,-1,-5,80,4000,207,9
0,1,0,1,-1,5,0,-6000,207,11
1,1,-60,0,-1,0,0,6000,207,10
0,0,-60,-1,1,-5,0,4000,207,14
1,0,60,1,0,0,120,0,207,12
1,-1,100,0,0,0,0,-4000,208,2
1,0,40,1,0,0,80,10000,208,5
0,-1,0,1,-1,0,0,-10000,208,7
1,0,0,0,1,5,0,-10000,208,6
0,-1,-40,0,0,5,0,0,208,3
0,0,0,0,0,-5,-80,10000,208,4
0,0,-60,-1,1,5,0,0,208,1
0,-1,-100,0,-1,0,200,0,208,8
0,1,0,-1,0,0,-200,0,209,15
0,1,-60,0,-1,0,0,6000,209,10
1,1,100,0,1,0,-200,0,209,16
1,0,60,1,0,0,120,0,209,12
1,0,-40,-1,1,-5,0,-4000,209,13
1,1,0,1,-1,5,0,-6000,209,11
0,0,-60,-1,1,-5,0,4000,209,14
1,0,60,0,-1,-5,80,4000,209,9
0,-1,0,1,-1,0,0,-10000,210,7
0,-1,-100,0,-1,0,200,0,210,8
0,0,0,0,0,-5,-80,10000,210,4
1,0,40,1,0,0,80,10000,210,5
0,0,0,0,1,5,0,-10000,210,6
0,-1,100,0,0,0,0,-4000,210,2
0,-1,-40,0,0,5,0,0,210,3
1,0,-60,-1,1,5,0,0,210,1
0,1,-60,0,-1,0,0,6000,211,10
1,0,60,1,0,0,120,0,211,12
0,1,100,0,1,0,-200,0,211,16
1,1,0,1,-1,5,0,-6000,211,11
0,1,0,-1,0,0,-200,0,211,15
1,0,60,0,-1,-5,80,4000,211,9
0,0,-60,-1,1,-5,0,4000,211,14
0,0,-40,-1,1,-5,0,-4000,211,13
1,0,40,1,0,0,80,10000,212,5
1,-1,100,0,0,0,0,-4000,212,2
0,-1,-40,0,0,5,0,0,212,3
0,-1,-100,0,-1,0,200,0,212,8
1,0,-60,-1,1,5,0,0,212,1
0,0,0,0,0,-5,-80,10000,212,4
1,0,0,0,1,5,0,-10000,212,6
0,-1,0,1,-1,0,0,-10000,212,7
0,0,-60,-1,1,-5,0,4000,213,14
1,0,-40,-1,1,-5,0,-4000,213,13
0,1,0,-1,0,0,-200,0,213,15
0,0,60,0,-1,-5,80,4000,213,9
1,1,100,0,1,0,-200,0,213,16
1,0,60,1,0,0,120,0,213,12
1,1,-60,0,-1,0,0,6000,213,10
0,1,0,1,-1,5,0,-6000,213,11
0,-1,-100,0,-1,0,200,0,214,8
1,0,-60,-1,1,5,0,0,214,1
1,0,40,1,0,0,80,10000,214,5
1,-1,-40,0,0,5,0,0,214,3
1,-1,100,0,0,0,0,-4000,214,2
0,-1,0,1,-1,0,0,-10000,214,7
0,0,0,0,0,-5,-80,10000,214,4
1,0,0,0,1,5,0,-10000,214,6
0,1,-60,0,-1,0,0,6000,215,10
0,1,0,1,-1,5,0,-6000,215,11
1,0,60,1,0,0,120,0,215,12
0,0,60,0,-1,-5,80,4000,215,9
0,0,-60,-1,1,-5,0,4000,215,14
1,1,100,0,1,0,-200,0,215,16
0,1,0,-1,0,0,-200,0,215,15
1,0,-40,-1,1,-5,0,-4000,215,13
0,-1,-40,0,0,5,0,0,216,3
0,-1,-100,0,-1,0,200,0,216,8
0,-1,0,1,-1,0,0,-10000,216,7
0,0,0,0,0,-5,-80,10000,216,4
1,0,0,0,1,5,0,-10000,216,6
1,0,-60,-1,1,5,0,0,216,1
1,0,40,1,0,0,80,10000,216,5
1,-1,100,0,0,0,0,-4000,216,2
1,0,60,1,0,0,120,0,217,12
1,1,100,0,1,0,-200,0,217,16
0,1,0,1,-1,5,0,-6000,217,11
0,0,-60,-1,1,-5,0,4000,217,14
0,0,60,0,-1,-5,80,4000,217,9
1,0,-40,-1,1,-5,0,-4000,217,13
0,1,-60,0,-1,0,0,6000,217,10
0,1,0,-1,0,0,-200,0,217,15
1,0,-60,-1,1,5,0,0,218,1
0,-1,-100,0,-1,0,200,0,218,8
1,-1,100,0,0,0,0,-4000,218,2
0,-1,0,1,-1,0,0,-10000,218,7
1,0,0,0,1,5,0,-10000,218,6
1,0,40,1,0,0,80,10000,218,5
0,0,0,0,0,-5,-80,10000,218,4
0,-1,-40,0,0,5,0,0,218,3
1,0,60,1,0,0,120,0,219,12
0,1,0,1,-1,5,0,-6000,219,11
1,1,100,0,1,0,-200,0,219,16
0,1,-60,0,-1,0,0,6000,219,10
0,0,-60,-1,1,-5,0,4000,219,14
0,0,60,0,-1,-5,80,4000,219,9
1,0,-40,-1,1,-5,0,-4000,219,13
0,1,0,-1,0,0,-200,0,219,15
0,-1,0,1,-1,0,0,-10000,220,7
1,0,-60,-1,1,5,0,0,220,1
0,-1,-100,0,-1,0,200,0,220,8
1,-1,100,0,0,0,0,-4000,220,2
1,0,40,1,0,0,80,10000,220,5
0,0,0,0,0,-5,-80,10000,220,4
1,0,0,0,1,5,0,-10000,220,6
0,-1,-40,0,0,5,0,0,220,3
1,1,100,0,1,0,-200,0,221,16
0,1,0,1,-1,5,0,-6000,221,11
0,0,-60,-1,1,-5,0,4000,221,14
1,0,60,1,0,0,120,0,221,12
1,0,-40,-1,1,-5,0,-4000,221,13
0,0,60,0,-1,-5,80,4000,221,9
0,1,0,-1,0,0,-200,0,221,15
0,1,-60,0,-1,0,0,6000,221,10
0,0,40,1,0,0,80,10000,222,5
0,-1,100,0,0,0,0,-4000,222,2
0,-1,-40,0,0,5,0,0,222,3
1,-1,0,1,-1,0,0,-10000,222,7
0,-1,-100,0,-1,0,200,0,222,8
0,0,0,0,1,5,0,-10000,222,6
1,0,-60,-1,1,5,0,0,222,1
1,0,0,0,0,-5,-80,10000,222,4
0,0,-60,-1,1,-5,0,4000,223,14
0,0,-40,-1,1,-5,0,-4000,223,13
1,0,60,0,-1,-5,80,4000,223,9
0,1,100,0,1,0,-200,0,223,16
1,1,-60,0,-1,0,0,6000,223,10
1,0,60,1,0,0,120,0,223,12
0,1,0,1,-1,5,0,-6000,223,11
1,1,0,-1,0,0,-200,0,223,15
1,0,0,0,1,5,0,-10000,224,6
0,-1,0,1,-1,0,0,-10000,224,7
1,0,-60,-1,1,5,0,0,224,1
0,-1,-40,0,0,5,0,0,224,3
0,0,40,1,0,0,80,10000,224,5
0,-1,100,0,0,0,0,-4000,224,2
1,0,0,0,0,-5,-80,10000,224,4
0,-1,-100,0,-1,0,200,0,224,8
0,0,-40,-1,1,-5,0,-4000,225,13
1,1,100,0,1,0,-200,0,225,16
1,1,-60,0,-1,0,0,6000,225,10
1,0,60,0,-1,-5,80,4000,225,9
0,1,0,1,-1,5,0,-6000,225,11
0,0,-60,-1,1,-5,0,4000,225,14
1,1,0,-1,0,0,-200,0,225,15
1,0,60,1,0,0,120,0,225,12
0,-1,-40,0,0,5,0,0,226,3
0,0,0,0,0,-5,-80,10000,226,4
1,0,40,1,0,0,80,10000,226,5
1,0,-60,-1,1,5,0,0,226,1
1,0,0,0,1,5,0,-10000,226,6
0,-1,-100,0,-1,0,200,0,226,8
0,-1,100,0,0,0,0,-4000,226,2
0,-1,0,1,-1,0,0,-10000,226,7
1,0,60,0,-1,-5,80,4000,227,9
0,1,100,0,1,0,-200,0,227,16
0,0,-60,-1,1,-5,0,4000,227,14
1,1,0,-1,0,0,-200,0,227,15
1,1,-60,0,-1,0,0,6000,227,10
0,1,0,1,-1,5,0,-6000,227,11
0,0,60,1,0,0,120,0,227,12
1,0,-40,-1,1,-5,0,-4000,227,13
1,0,-60,-1,1,5,0,0,228,1
0,-1,100,0,0,0,0,-4000,228,2
1,0,0,0,0,-5,-80,10000,228,4
0,-1,-100,0,-1,0,200,0,228,8
0,-1,-40,0,0,5,0,0,228,3
1,-1,0,1,-1,0,0,-10000,228,7
0,0,0,0,1,5,0,-10000,228,6
0,0,40,1,0,0,80,10000,228,5
0,1,100,0,1,0,-200,0,229,16
1,0,60,0,-1,-5,80,4000,229,9
1,1,0,-1,0,0,-200,0,229,15
0,1,-60,0,-1,0,0,6000,229,10
0,0,-60,-1,1,-5,0,4000,229,14
0,0,60,1,0,0,120,0,229,12
1,1,0,1,-1,5,0,-6000,229,11
1,0,-40,-1,1,-5,0,-4000,229,13
0,-1,-100,0,-1,0,200,0,230,8
1,0,-60,-1,1,5,0,0,230,1
0,-1,0,1,-1,0,0,-10000,230,7
0,-1,100,0,0,0,0,-4000,230,2
0,0,0,0,0,-5,-80,10000,230,4
1,0,0,0,1,5,0,-10000,230,6
1,0,40,1,0,0,80,10000,230,5
1,-1,-40,0,0,5,0,0,230,3
0,1,0,1,-1,5,0,-6000,231,11
1,1,100,0,1,0,-200,0,231,16
0,0,60,1,0,0,120,0,231,12
1,1,0,-1,0,0,-200,0,231,15
0,0,-60,-1,1,-5,0,4000,231,14
1,1,-60,0,-1,0,0,6000,231,10
1,0,-40,-1,1,-5,0,-4000,231,13
1,0,60,0,-1,-5,80,4000,231,9
1,-1,-40,0,0,5,0,0,232,3
1,0,40,1,0,0,80,10000,232,5
0,-1,100,0,0,0,0,-4000,232,2
0,-1,0,1,-1,0,0,-10000,232,7
1,0,0,0,1,5,0,-10000,232,6
1,0,-60,-1,1,5,0,0,232,1
0,0,0,0,0,-5,-80,10000,232,4
0,-1,-100,0,-1,0,200,0,232,8
1,1,-60,0,-1,0,0,6000,233,10
1,1,0,-1,0,0,-200,0,233,15
1,0,60,1,0,0,120,0,233,12
0,1,100,0,1,0,-200,0,233,16
1,1,0,1,-1,5,0,-6000,233,11
0,0,-60,-1,1,-5,0,4000,233,14
0,0,60,0,-1,-5,80,4000,233,9
0,0,-40,-1,1,-5,0,-4000,233,13
0,-1,100,0,0,0,0,-4000,234,2
1,0,-60,-1,1,5,0,0,234,1
0,0,0,0,0,-5,-80,10000,234,4
0,-1,-100,0,-1,0,200,0,234,8
0,-1,-40,0,0,5,0,0,234,3
0,-1,0,1,-1,0,0,-10000,234,7
0,0,0,0,1,5,0,-10000,234,6
1,0,40,1,0,0,80,10000,234,5
1,0,60,1,0,0,120,0,235,12
1,1,-60,0,-1,0,0,6000,235,10
1,0,60,0,-1,-5,80,4000,235,9
1,1,0,1,-1,5,0,-6000,235,11
1,1,100,0,1,0,-200,0,235,16
0,0,-40,-1,1,-5,0,-4000,235,13
0,0,-60,-1,1,-5,0,4000,235,14
0,1,0,-1,0,0,-200,0,235,15
1,-1,-100,0,-1,0,200,0,236,8
1,0,0,0,1,5,0,-10000,236,6
1,-1,100,0,0,0,0,-4000,236,2
1,0,-60,-1,1,5,0,0,236,1
1,0,40,1,0,0,80,10000,236,5
0,0,0,0,0,-5,-80,10000,236,4
0,-1,0,1,-1,0,0,-10000,236,7
0,-1,-40,0,0,5,0,0,236,3
1,0,-60,-1,1,-5,0,4000,237,14
1,1,0,-1,0,0,-200,0,237,15
1,0,-40,-1,1,-5,0,-4000,237,13
0,0,60,0,-1,-5,80,4000,237,9
1,1,100,0,1,0,-200,0,237,16
1,1,-60,0,-1,0,0,6000,237,10
0,0,60,1,0,0,120,0,237,12
1,1,0,1,-1,5,0,-6000,237,11
1,1,100,0,1,0,-200,0,238,16
1,1,0,1,-1,5,0,-6000,238,11
0,1,0,-1,0,0,-200,0,238,15
1,0,-40,-1,1,-5,0,-4000,238,13
0,0,-60,-1,1,-5,0,4000,238,14
0,0,60,0,-1,-5,80,4000,238,9
1,1,-60,0,-1,0,0,6000,238,10
1,0,60,1,0,0,120,0,238,12
0,-1,100,0,0,0,0,-4000,239,2
0,-1,0,1,-1,0,0,-10000,239,7
1,0,40,1,0,0,80,10000,239,5
0,-1,-100,0,-1,0,200,0,239,8
1,-1,-40,0,0,5,0,0,239,3
1,0,0,0,0,-5,-80,10000,239,4
1,0,-60,-1,1,5,0,0,239,1
1,0,0,0,1,5,0,-10000,239,6
1,1,100,0,1,0,-200,0,240,16
0,0,-60,-1,1,-5,0,4000,240,14
0,0,-40,-1,1,-5,0,-4000,240,13
1,1,0,-1,0,0,-200,0,240,15
1,1,-60,0,-1,0,0,6000,240,10
1,0,60,1,0,0,120,0,240,12
1,1,0,1,-1,5,0,-6000,240,11
0,0,60,0,-1,-5,80,4000,240,9
1,-1,0,1,-1,0,0,-10000,241,7
1,0,40,1,0,0,80,10000,241,5
0,-1,-40,0,0,5,0,0,241,3
0,0,-60,-1,1,5,0,0,241,1
1,0,0,0,0,-5,-80,10000,241,4
1,0,0,0,1,5,0,-10000,241,6
0,-1,100,0,0,0,0,-4000,241,2
0,-1,-100,0,-1,0,200,0,241,8
1,0,60,1,0,0,120,0,242,12
1,1,100,0,1,0,-200,0,242,16
0,0,60,0,-1,-5,80,4000,242,9
0,0,-60,-1,1,-5,0,4000,242,14
1,0,-40,-1,1,-5,0,-4000,242,13
0,1,0,-1,0,0,-200,0,242,15
0,1,-60,0,-1,0,0,6000,242,10
0,1,0,1,-1,5,0,-6000,242,11
0,-1,-100,0,-1,0,200,0,243,8
0,-1,-40,0,0,5,0,0,243,3
1,0,40,1,0,0,80,10000,243,5
1,-1,100,0,0,0,0,-4000,243,2
0,-1,0,1,-1,0,0,-10000,243,7
1,0,-60,-1,1,5,0,0,243,1
0,0,0,0,0,-5,-80,10000,243,4
1,0,0,0,1,5,0,-10000,243,6
1,1,100,0,1,0,-200,0,244,16
0,0,-60,-1,1,-5,0,4000,244,14
0,0,60,0,-1,-5,80,4000,244,9
0,1,0,-1,0,0,-200,0,244,15
0,1,-60,0,-1,0,0,6000,244,10
1,0,60,1,0,0,120,0,244,12
0,1,0,1,-1,5,0,-6000,244,11
1,0,-40,-1,1,-5,0,-4000,244,13
1,-1,100,0,0,0,0,-4000,245,2
0,0,0,0,0,-5,-80,10000,245,4
1,0,40,1,0,0,80,10000,245,5
0,-1,-100,0,-1,0,200,0,245,8
0,-1,-40,0,0,5,0,0,245,3
0,-1,0,1,-1,0,0,-10000,245,7
1,0,0,0,1,5,0,-10000,245,6
1,0,-60,-1,1,5,0,0,245,1
1,1,100,0,1,0,-200,0,246,16
0,0,-60,-1,1,-5,0,4000,246,14
0,1,0,-1,0,0,-200,0,246,15
1,0,60,0,-1,-5,80,4000,246,9
1,0,-40,-1,1,-5,0,-4000,246,13
1,0,60,1,0,0,120,0,246,12
0,1,-60,0,-1,0,0,6000,246,10
0,1,0,1,-1,5,0,-6000,246,11
1,0,40,1,0,0,80,10000,247,5
0,-1,-40,0,0,5,0,0,247,3
0,0,0,0,0,-5,-80,10000,247,4
0,-1,-100,0,-1,0,200,0,247,8
0,0,-60,-1,1,5,0,0,247,1
0,-1,0,1,-1,0,0,-10000,247,7
1,-1,100,0,0,0,0,-4000,247,2
1,0,0,0,1,5,0,-10000,247,6
1,1,100,0,1,0,-200,0,248,16
1,0,-40,-1,1,-5,0,-4000,248,13
0,1,0,-1,0,0,-200,0,248,15
0,0,-60,-1,1,-5,0,4000,248,14
0,1,0,1,-1,5,0,-6000,248,11
1,0,60,1,0,0,120,0,248,12
1,0,60,0,-1,-5,80,4000,248,9
0,1,-60,0,-1,0,0,6000,248,10
0,0,-60,-1,1,5,0,0,249,1
0,-1,0,1,-1,0,0,-10000,249,7
0,-1,-40,0,0,5,0,0,249,3
1,0,40,1,0,0,80,10000,249,5
0,-1,-100,0,-1,0,200,0,249,8
1,0,0,0,1,5,0,-10000,249,6
0,0,0,0,0,-5,-80,10000,249,4
1,-1,100,0,0,0,0,-4000,249,2
0,0,-60,-1,1,-5,0,4000,250,14
0,0,60,0,-1,-5,80,4000,250,9
1,0,-40,-1,1,-5,0,-4000,250,13
1,1,100,0,1,0,-200,0,250,16
0,1,-60,0,-1,0,0,6000,250,10
0,1,0,1,-1,5,0,-6000,250,11
0,1,0,-1,0,0,-200,0,250,15
1,0,60,1,0,0,120,0,250,12
0,-1,-40,0,0,5,0,0,251,3
0,-1,-100,0,-1,0,200,0,251,8
1,0,40,1,0,0,80,10000,251,5
1,0,0,0,1,5,0,-10000,251,6
0,0,-60,-1,1,5,0,0,251,1
0,0,0,0,0,-5,-80,10000,251,4
1,-1,100,0,0,0,0,-4000,251,2
0,-1,0,1,-1,0,0,-10000,251,7
0,-1,0,1,-1,0,0,-10000,252,7
0,-1,100,0,0,0,0,-4000,252,2
1,0,-60,-1,1,5,0,0,252,1
0,-1,-100,0,-1,0,200,0,252,8
1,0,0,0,0,-5,-80,10000,252,4
1,0,0,0,1,5,0,-10000,252,6
1,0,40,1,0,0,80,10000,252,5
0,-1,-40,0,0,5,0,0,252,3
1,0,-40,-1,1,-5,0,-4000,253,13
1,0,-60,-1,1,-5,0,4000,253,14
0,1,0,-1,0,0,-200,0,253,15
0,1,-60,0,-1,0,0,6000,253,10
0,1,0,1,-1,5,0,-6000,253,11
0,0,60,0,-1,-5,80,4000,253,9
1,1,100,0,1,0,-200,0,253,16
1,0,60,1,0,0,120,0,253,12
0,-1,0,1,-1,0,0,-10000,254,7
1,-1,-100,0,-1,0,200,0,254,8
0,0,0,0,0,-5,-80,10000,254,4
1,0,0,0,1,5,0,-10000,254,6
0,0,-60,-1,1,5,0,0,254,1
1,-1,-40,0,0,5,0,0,254,3
0,-1,100,0,0,0,0,-4000,254,2
1,0,40,1,0,0,80,10000,254,5
0,0,-40,-1,1,-5,0,-4000,255,13
1,0,60,1,0,0,120,0,255,12
0,1,0,1,-1,5,0,-6000,255,11
0,1,100,0,1,0,-200,0,255,16
0,1,-60,0,-1,0,0,6000,255,10
1,0,-60,-1,1,-5,0,4000,255,14
1,1,0,-1,0,0,-200,0,255,15
0,0,60,0,-1,-5,80,4000,255,9
1,0,-60,-1,1,5,0,0,256,1
1,0,40,1,0,0,80,10000,256,5
0,-1,-40,0,0,5,0,0,256,3
0,-1,0,1,-1,0,0,-10000,256,7
0,-1,100,0,0,0,0,-4000,256,2
0,0,0,0,1,5,0,-10000,256,6
1,0,0,0,0,-5,-80,10000,256,4
0,-1,-100,0,-1,0,200,0,256,8
0,-1,-40,0,0,5,0,0,257,3
0,-1,0,1,-1,0,0,-10000,257,7
1,-1,100,0,0,0,0,-4000,257,2
0,-1,-100,0,-1,0,200,0,257,8
0,0,-60,-1,1,5,0,0,257,1
1,0,40,1,0,0,80,10000,257,5
1,0,0,0,1,5,0,-10000,257,6
0,0,0,0,0,-5,-80,10000,257,4
0,1,100,0,1,0,-200,0,258,16
0,1,0,-1,0,0,-200,0,258,15
0,0,-60,-1,1,-5,0,4000,258,14
1,1,0,1,-1,5,0,-6000,258,11
0,0,-40,-1,1,-5,0,-4000,258,13
1,1,-60,0,-1,0,0,6000,258,10
1,0,60,1,0,0,120,0,258,12
1,0,60,0,-1,-5,80,4000,258,9
0,-1,-100,0,-1,0,200,0,259,8
0,-1,-40,0,0,5,0,0,259,3
0,-1,100,0,0,0,0,-4000,259,2
1,0,0,0,1,5,0,-10000,259,6
1,0,-60,-1,1,5,0,0,259,1
0,0,0,0,0,-5,-80,10000,259,4
0,0,40,1,0,0,80,10000,259,5
0,-1,0,1,-1,0,0,-10000,259,7
0,1,0,1,-1,5,0,-6000,260,11
0,1,0,-1,0,0,-200,0,260,15
0,1,-60,0,-1,0,0,6000,260,10
0,0,60,1,0,0,120,0,260,12
0,0,60,0,-1,-5,80,4000,260,9
1,1,100,0,1,0,-200,0,260,16
0,0,-60,-1,1,-5,0,4000,260,14
